region_id,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA6398,0,9,0,9,3,43,0,46,3,4,0,7,0,5,0,5,0,16,5,21,0,29,0,29,0,35,0,35,0,36,3,39,5,54,6,65,0,19,0,19,0,4,0,4,11,254,14,279,0,13,0,13,0,44,3,47,0,10,0,10,0,0,0,0,0,28,0,28,3,35,0,38,6,34,0,40,0,44,3,47,0,42,0,42,4,13,0,17,3,0,0,3,16,263,6,285,0,22,0,22,3,87,3,93,3,14,0,17,0,5,0,5,0,44,5,49,3,64,0,67,6,69,0,75,0,80,6,86,5,96,6,107,4,32,0,36,3,4,0,7,27,517,20,564
POA6401,7,236,36,279,20,481,52,553,5,255,26,286,6,179,28,213,12,322,34,368,13,365,33,411,16,438,49,503,28,473,51,552,26,258,21,305,41,139,19,199,25,26,8,59,199,3172,357,3728,0,230,28,258,12,501,63,576,10,196,23,229,3,179,15,197,16,393,40,449,12,435,48,495,16,476,36,528,30,447,39,516,27,259,21,307,44,143,24,211,63,37,9,109,233,3296,346,3875,7,466,64,537,32,982,115,1129,15,451,49,515,9,358,43,410,28,715,74,817,25,800,81,906,32,914,85,1031,58,920,90,1068,53,517,42,612,85,282,43,410,88,63,17,168,432,6468,703,7603
POA6403,0,10,0,10,0,18,0,18,0,5,0,5,0,0,0,0,0,7,0,7,0,13,0,13,0,19,0,19,3,14,0,17,3,12,0,15,0,0,0,0,0,0,0,0,6,98,0,104,0,3,0,3,0,17,0,17,0,6,0,6,0,5,0,5,0,11,0,11,0,16,0,16,3,14,0,17,0,10,0,10,0,7,0,7,0,0,0,0,0,0,0,0,3,89,0,92,0,13,0,13,0,35,0,35,0,11,0,11,0,5,0,5,0,18,0,18,0,29,0,29,3,33,0,36,3,24,0,27,3,19,0,22,0,0,0,0,0,0,0,0,9,187,0,196
POA6405,0,7,0,7,0,18,0,18,0,3,0,3,0,6,0,6,0,13,3,16,0,15,0,15,3,24,0,27,3,20,3,26,3,9,0,12,3,3,0,6,3,0,0,3,15,118,6,139,0,9,0,9,0,18,0,18,0,3,0,3,0,6,0,6,3,20,0,23,0,14,0,14,0,24,3,27,0,21,0,21,0,7,0,7,0,3,0,3,0,0,0,0,3,125,3,131,0,16,0,16,0,36,0,36,0,6,0,6,0,12,0,12,3,33,3,39,0,29,0,29,3,48,3,54,3,41,3,47,3,16,0,19,3,6,0,9,3,0,0,3,18,243,9,270
POA6407,3,36,4,43,3,48,6,57,0,93,4,97,3,26,0,29,0,52,3,55,3,51,3,57,3,67,3,73,4,59,3,66,4,37,0,41,4,25,0,29,0,8,3,11,27,502,29,558,0,27,0,27,0,62,7,69,0,36,0,36,0,20,0,20,0,59,4,63,3,52,5,60,0,53,4,57,4,58,4,66,3,37,0,40,0,27,0,27,9,9,0,18,19,440,24,483,3,63,4,70,3,110,13,126,0,129,4,133,3,46,0,49,0,111,7,118,6,103,8,117,3,120,7,130,8,117,7,132,7,74,0,81,4,52,0,56,9,17,3,29,46,942,53,1041
POA6409,0,13,0,13,0,37,4,41,0,9,0,9,0,10,0,10,3,13,0,16,0,24,3,27,0,47,5,52,3,21,3,27,0,16,0,16,3,10,0,13,3,3,0,6,12,203,15,230,0,18,3,21,0,29,0,29,0,3,0,3,0,6,0,6,0,21,0,21,3,18,0,21,0,21,3,24,3,20,0,23,0,13,0,13,3,6,3,12,0,0,0,0,9,155,9,173,0,31,3,34,0,66,4,70,0,12,0,12,0,16,0,16,3,34,0,37,3,42,3,48,0,68,8,76,6,41,3,50,0,29,0,29,6,16,3,25,3,3,0,6,21,358,24,403
POA6410,0,45,3,48,6,95,3,104,0,25,5,30,0,16,3,19,3,45,3,51,3,53,3,59,8,76,4,88,10,70,4,84,3,62,7,72,3,33,0,36,6,4,0,10,42,524,35,601,0,37,3,40,3,67,3,73,0,27,0,27,0,26,3,29,0,56,3,59,4,63,3,70,9,77,0,86,4,61,3,68,0,58,3,61,12,36,0,48,8,12,3,23,40,520,24,584,0,82,6,88,9,162,6,177,0,52,5,57,0,42,6,48,3,101,6,110,7,116,6,129,17,153,4,174,14,131,7,152,3,120,10,133,15,69,0,84,14,16,3,33,82,1044,59,1185
POA6413,0,4,0,4,0,7,0,7,0,6,0,6,0,4,0,4,0,6,0,6,0,8,0,8,0,13,0,13,3,18,0,21,0,8,0,8,0,4,0,4,3,0,0,3,6,78,0,84,0,3,0,3,0,6,0,6,0,5,0,5,0,0,0,0,0,6,0,6,0,10,0,10,0,13,0,13,0,15,0,15,0,7,0,7,0,0,0,0,0,0,0,0,0,65,0,65,0,7,0,7,0,13,0,13,0,11,0,11,0,4,0,4,0,12,0,12,0,18,0,18,0,26,0,26,3,33,0,36,0,15,0,15,0,4,0,4,3,0,0,3,6,143,0,149
POA6415,0,99,3,102,7,194,16,217,3,91,4,98,0,158,11,169,3,175,10,188,0,180,17,197,7,183,15,205,11,149,3,163,5,93,3,101,14,56,4,74,9,8,0,17,59,1386,86,1531,0,81,11,92,6,192,15,213,0,82,6,88,3,79,4,86,0,168,11,179,5,178,13,196,3,178,12,193,8,135,0,143,5,81,5,91,10,50,3,63,9,7,5,21,49,1231,85,1365,0,180,14,194,13,386,31,430,3,173,10,186,3,237,15,255,3,343,21,367,5,358,30,393,10,361,27,398,19,284,3,306,10,174,8,192,24,106,7,137,18,15,5,38,108,2617,171,2896
POA6418,0,26,0,26,0,52,0,52,0,19,0,19,0,12,0,12,0,37,0,37,3,36,4,43,0,41,0,41,4,63,0,67,0,28,8,36,6,12,0,18,4,4,0,8,17,330,12,359,0,29,0,29,0,50,5,55,0,13,0,13,0,13,0,13,0,35,0,35,0,41,3,44,0,33,0,33,5,52,0,57,3,31,3,37,6,19,4,29,9,6,0,15,23,322,15,360,0,55,0,55,0,102,5,107,0,32,0,32,0,25,0,25,0,72,0,72,3,77,7,87,0,74,0,74,9,115,0,124,3,59,11,73,12,31,4,47,13,10,0,23,40,652,27,719
POA6421,0,12,3,15,0,22,0,22,0,4,0,4,0,3,0,3,0,5,0,5,0,24,0,24,3,17,0,20,0,18,0,18,0,12,0,12,0,3,3,6,0,0,0,0,3,120,6,129,0,3,0,3,0,21,0,21,0,5,0,5,0,0,0,0,0,9,0,9,3,20,0,23,0,17,0,17,3,15,0,18,0,12,0,12,0,3,0,3,0,0,0,0,6,105,0,111,0,15,3,18,0,43,0,43,0,9,0,9,0,3,0,3,0,14,0,14,3,44,0,47,3,34,0,37,3,33,0,36,0,24,0,24,0,6,3,9,0,0,0,0,9,225,6,240
POA6423,0,13,0,13,0,15,3,18,0,4,0,4,0,4,0,4,3,26,0,29,0,20,0,20,0,33,3,36,4,19,3,26,0,8,3,11,3,4,0,7,0,0,0,0,10,146,12,168,0,6,0,6,0,13,0,13,0,3,3,6,0,5,0,5,0,16,0,16,0,19,0,19,0,17,0,17,0,11,0,11,0,10,0,10,0,5,0,5,0,0,0,0,0,105,3,108,0,19,0,19,0,28,3,31,0,7,3,10,0,9,0,9,3,42,0,45,0,39,0,39,0,50,3,53,4,30,3,37,0,18,3,21,3,9,0,12,0,0,0,0,10,251,15,276
POA6425,0,6,0,6,0,10,0,10,0,0,0,0,0,8,0,8,0,7,0,7,0,10,0,10,0,24,0,24,0,14,0,14,3,6,0,9,0,5,0,5,0,0,0,0,3,90,0,93,0,7,0,7,0,8,0,8,0,3,0,3,0,3,0,3,0,7,0,7,0,4,0,4,0,21,0,21,3,10,0,13,0,3,0,3,0,0,0,0,3,0,0,3,6,66,0,72,0,13,0,13,0,18,0,18,0,3,0,3,0,11,0,11,0,14,0,14,0,14,0,14,0,45,0,45,3,24,0,27,3,9,0,12,0,5,0,5,3,0,0,3,9,156,0,165
POA6426,0,36,5,41,3,79,12,94,0,23,0,23,0,28,3,31,0,64,8,72,0,91,13,104,0,88,4,92,3,78,3,84,0,30,3,33,4,18,3,25,5,4,3,12,15,539,57,611,5,32,5,42,4,70,9,83,0,10,0,10,0,34,4,38,0,55,3,58,0,79,10,89,0,48,5,53,4,55,3,62,0,31,4,35,0,14,0,14,0,0,0,0,13,428,43,484,5,68,10,83,7,149,21,177,0,33,0,33,0,62,7,69,0,119,11,130,0,170,23,193,0,136,9,145,7,133,6,146,0,61,7,68,4,32,3,39,5,4,3,12,28,967,100,1095
POA6429,0,35,4,39,5,68,14,87,0,48,11,59,3,57,9,69,0,115,33,148,3,115,34,152,6,125,24,155,6,105,18,129,6,48,7,61,0,9,0,9,0,0,0,0,29,725,154,908,0,35,11,46,0,78,17,95,0,44,3,47,3,26,5,34,0,70,12,82,3,65,11,79,5,85,10,100,3,81,8,92,3,18,3,24,4,9,3,16,0,0,0,0,21,511,83,615,0,70,15,85,5,146,31,182,0,92,14,106,6,83,14,103,0,185,45,230,6,180,45,231,11,210,34,255,9,186,26,221,9,66,10,85,4,18,3,25,0,0,0,0,50,1236,237,1523
POA6430,5,869,157,1031,42,1501,172,1715,11,699,97,807,5,844,116,965,10,1865,308,2183,20,1673,246,1939,21,1497,210,1728,37,873,108,1018,44,320,43,407,36,96,20,152,13,17,8,38,244,10254,1485,11983,5,838,110,953,21,1523,183,1727,7,656,83,746,3,753,84,840,12,1709,191,1912,21,1645,188,1854,27,1339,146,1512,37,750,72,859,36,258,35,329,50,119,23,192,67,25,7,99,286,9615,1122,11023,10,1707,267,1984,63,3024,355,3442,18,1355,180,1553,8,1597,200,1805,22,3574,499,4095,41,3318,434,3793,48,2836,356,3240,74,1623,180,1877,80,578,78,736,86,215,43,344,80,42,15,137,530,19869,2607,23006
POA6431,0,27,0,27,0,52,7,59,0,30,3,33,0,24,0,24,0,55,3,58,0,45,0,45,3,27,4,34,4,27,0,31,3,7,0,10,3,3,0,6,0,0,0,0,13,297,17,327,0,27,0,27,0,49,6,55,0,29,3,32,3,31,0,34,0,67,4,71,3,32,3,38,4,42,0,46,5,25,0,30,6,6,0,12,3,0,0,3,3,0,0,3,27,308,16,351,0,54,0,54,0,101,13,114,0,59,6,65,3,55,0,58,0,122,7,129,3,77,3,83,7,69,4,80,9,52,0,61,9,13,0,22,6,3,0,9,3,0,0,3,40,605,33,678
POA6432,0,294,45,339,15,489,80,584,9,215,38,262,3,284,74,361,4,564,127,695,3,510,104,617,11,481,93,585,17,345,69,431,12,127,25,164,8,33,11,52,3,3,3,9,85,3345,669,4099,0,292,62,354,9,428,86,523,4,216,22,242,8,274,42,324,8,541,83,632,10,475,56,541,6,427,68,501,14,265,35,314,11,106,18,135,13,34,4,51,7,6,3,16,90,3064,479,3633,0,586,107,693,24,917,166,1107,13,431,60,504,11,558,116,685,12,1105,210,1327,13,985,160,1158,17,908,161,1086,31,610,104,745,23,233,43,299,21,67,15,103,10,9,6,25,175,6409,1148,7732
POA6434,0,9,0,9,0,9,0,9,0,0,0,0,0,6,0,6,0,7,3,10,0,12,0,12,3,10,0,13,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,60,3,66,0,10,0,10,0,13,0,13,0,5,0,5,0,9,0,9,0,15,0,15,3,15,0,18,0,8,0,8,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,79,0,82,0,19,0,19,0,22,0,22,0,5,0,5,0,15,0,15,0,22,3,25,3,27,0,30,3,18,0,21,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,6,139,3,148
POA6436,0,3,3,6,0,12,0,12,0,3,0,3,0,5,0,5,0,11,3,14,0,10,0,10,0,13,3,16,0,21,3,24,0,7,0,7,0,4,0,4,0,0,0,0,0,89,12,101,0,7,0,7,0,12,0,12,0,7,0,7,0,3,0,3,0,6,0,6,0,8,3,11,0,18,0,18,0,11,0,11,0,3,0,3,0,0,0,0,0,0,0,0,0,75,3,78,0,10,3,13,0,24,0,24,0,10,0,10,0,8,0,8,0,17,3,20,0,18,3,21,0,31,3,34,0,32,3,35,0,10,0,10,0,4,0,4,0,0,0,0,0,164,15,179
POA6437,0,46,8,54,0,49,9,58,0,12,3,15,0,80,17,97,0,223,47,270,0,153,28,181,0,125,30,155,0,56,9,65,0,8,3,11,0,0,0,0,0,3,0,3,0,755,154,909,0,41,11,52,0,60,3,63,0,4,0,4,0,24,5,29,0,80,10,90,3,61,11,75,0,40,7,47,0,15,3,18,0,4,4,8,0,0,0,0,0,0,0,0,3,329,54,386,0,87,19,106,0,109,12,121,0,16,3,19,0,104,22,126,0,303,57,360,3,214,39,256,0,165,37,202,0,71,12,83,0,12,7,19,0,0,0,0,0,3,0,3,3,1084,208,1295
POA6438,0,17,11,28,0,35,31,66,0,27,24,51,0,39,35,74,4,87,90,181,0,80,45,125,0,83,48,131,5,59,18,82,0,18,0,18,3,3,3,9,0,0,0,0,12,448,305,765,0,21,5,26,0,39,16,55,0,15,5,20,0,41,18,59,0,58,44,102,0,39,27,66,0,52,13,65,3,28,6,37,0,7,4,11,0,4,0,4,6,0,0,6,9,304,138,451,0,38,16,54,0,74,47,121,0,42,29,71,0,80,53,133,4,145,134,283,0,119,72,191,0,135,61,196,8,87,24,119,0,25,4,29,3,7,3,13,6,0,0,6,21,752,443,1216
POA6440,0,22,0,22,0,48,0,48,0,15,3,18,0,62,10,72,0,122,20,142,0,146,31,177,0,119,20,139,0,86,14,100,6,27,0,33,0,5,0,5,0,0,0,0,6,652,98,756,0,17,3,20,0,37,4,41,0,17,6,23,0,35,3,38,0,60,3,63,5,42,4,51,0,44,6,50,4,25,3,32,0,12,3,15,0,4,0,4,0,0,0,0,9,293,35,337,0,39,3,42,0,85,4,89,0,32,9,41,0,97,13,110,0,182,23,205,5,188,35,228,0,163,26,189,4,111,17,132,6,39,3,48,0,9,0,9,0,0,0,0,15,945,133,1093
POA6442,3,129,11,143,5,202,20,227,0,108,12,120,0,90,13,103,0,209,26,235,3,215,18,236,3,140,20,163,3,106,12,121,6,36,7,49,0,10,0,10,0,4,0,4,23,1249,139,1411,0,101,15,116,0,248,24,272,0,64,6,70,0,94,16,110,4,199,23,226,3,196,15,214,4,125,15,144,7,79,8,94,0,25,8,33,0,8,0,8,0,0,0,0,18,1139,130,1287,3,230,26,259,5,450,44,499,0,172,18,190,0,184,29,213,4,408,49,461,6,411,33,450,7,265,35,307,10,185,20,215,6,61,15,82,0,18,0,18,0,4,0,4,41,2388,269,2698
POA6443,0,36,7,43,0,42,12,54,3,13,3,19,0,33,9,42,0,80,27,107,3,94,21,118,0,88,16,104,7,63,12,82,5,51,9,65,3,9,0,12,0,3,0,3,21,512,116,649,0,36,4,40,3,67,9,79,0,13,3,16,0,41,5,46,0,80,4,84,6,48,4,58,3,58,3,64,0,44,8,52,3,34,0,37,0,6,3,9,6,0,0,6,21,427,43,491,0,72,11,83,3,109,21,133,3,26,6,35,0,74,14,88,0,160,31,191,9,142,25,176,3,146,19,168,7,107,20,134,8,85,9,102,3,15,3,21,6,3,0,9,42,939,159,1140
POA6445,0,6,0,6,0,14,0,14,0,4,0,4,0,4,0,4,0,14,0,14,0,12,0,12,0,11,0,11,0,13,0,13,0,10,0,10,0,0,0,0,0,0,0,0,0,88,0,88,0,11,0,11,0,9,0,9,0,0,0,0,0,0,0,0,0,8,0,8,0,14,0,14,0,16,0,16,0,6,0,6,3,5,0,8,0,0,0,0,0,0,0,0,3,69,0,72,0,17,0,17,0,23,0,23,0,4,0,4,0,4,0,4,0,22,0,22,0,26,0,26,0,27,0,27,0,19,0,19,3,15,0,18,0,0,0,0,0,0,0,0,3,157,0,160
POA6447,0,21,3,24,0,50,3,53,0,24,3,27,0,8,0,8,0,24,3,27,0,42,3,45,0,41,3,44,0,19,0,19,0,14,0,14,0,3,0,3,0,3,0,3,0,249,18,267,0,15,3,18,0,49,5,54,0,12,4,16,0,4,0,4,0,25,3,28,0,47,4,51,0,27,4,31,0,11,0,11,0,11,0,11,0,3,0,3,0,0,0,0,0,204,23,227,0,36,6,42,0,99,8,107,0,36,7,43,0,12,0,12,0,49,6,55,0,89,7,96,0,68,7,75,0,30,0,30,0,25,0,25,0,6,0,6,0,3,0,3,0,453,41,494
POA6448,0,10,3,13,0,26,3,29,0,37,3,40,0,9,0,9,0,14,3,17,0,24,0,24,3,36,0,39,0,30,3,33,0,16,0,16,0,9,0,9,0,0,0,0,3,211,15,229,0,13,3,16,0,25,3,28,0,42,0,42,0,10,0,10,0,17,0,17,0,30,3,33,3,34,0,37,0,20,0,20,0,13,0,13,0,0,0,0,3,0,0,3,6,204,9,219,0,23,6,29,0,51,6,57,0,79,3,82,0,19,0,19,0,31,3,34,0,54,3,57,6,70,0,76,0,50,3,53,0,29,0,29,0,9,0,9,3,0,0,3,9,415,24,448
POA6450,9,399,32,440,23,852,59,934,5,401,35,441,10,268,21,299,10,581,63,654,15,796,68,879,24,818,79,921,39,650,42,731,35,451,48,534,46,190,22,258,19,36,7,62,235,5442,476,6153,0,410,28,438,10,835,57,902,6,416,23,445,4,300,23,327,10,640,39,689,16,799,41,856,27,843,47,917,29,638,41,708,23,445,34,502,61,231,29,321,63,52,4,119,249,5609,366,6224,9,809,60,878,33,1687,116,1836,11,817,58,886,14,568,44,626,20,1221,102,1343,31,1595,109,1735,51,1661,126,1838,68,1288,83,1439,58,896,82,1036,107,421,51,579,82,88,11,181,484,11051,842,12377
POA6460,0,41,4,45,3,68,3,74,3,15,4,22,0,12,0,12,0,45,0,45,3,63,4,70,3,65,0,68,3,69,0,72,3,42,3,48,3,30,3,36,0,0,0,0,21,450,21,492,0,42,4,46,0,63,4,67,3,23,0,26,0,14,0,14,0,48,5,53,0,63,3,66,5,63,3,71,6,60,3,69,0,49,3,52,3,10,3,16,8,6,0,14,25,441,28,494,0,83,8,91,3,131,7,141,6,38,4,48,0,26,0,26,0,93,5,98,3,126,7,136,8,128,3,139,9,129,3,141,3,91,6,100,6,40,6,52,8,6,0,14,46,891,49,986
POA6461,0,20,0,20,0,20,0,20,3,0,0,3,0,10,0,10,0,17,3,20,0,20,0,20,4,10,3,17,4,23,0,27,5,20,3,28,3,8,0,11,0,4,0,4,19,152,9,180,0,13,0,13,4,24,0,28,0,3,0,3,0,4,0,4,0,29,0,29,0,24,0,24,0,15,0,15,0,32,3,35,0,12,3,15,0,13,0,13,6,5,0,11,10,174,6,190,0,33,0,33,4,44,0,48,3,3,0,6,0,14,0,14,0,46,3,49,0,44,0,44,4,25,3,32,4,55,3,62,5,32,6,43,3,21,0,24,6,9,0,15,29,326,15,370
POA6462,0,8,0,8,0,33,0,33,0,3,0,3,0,5,0,5,0,20,0,20,3,27,0,30,0,19,0,19,0,25,0,25,0,12,0,12,0,5,3,8,5,3,0,8,8,160,3,171,0,14,0,14,0,20,0,20,0,3,0,3,0,0,0,0,0,13,0,13,0,16,3,19,0,23,0,23,0,25,0,25,0,11,0,11,5,3,0,8,0,3,0,3,5,131,3,139,0,22,0,22,0,53,0,53,0,6,0,6,0,5,0,5,0,33,0,33,3,43,3,49,0,42,0,42,0,50,0,50,0,23,0,23,5,8,3,16,5,6,0,11,13,291,6,310
POA6468,3,6,0,9,0,12,0,12,0,3,0,3,0,8,0,8,3,22,0,25,0,11,3,14,0,19,0,19,3,10,0,13,0,5,0,5,0,0,0,0,0,0,0,0,9,96,3,108,0,11,0,11,0,12,0,12,0,4,0,4,0,10,0,10,0,11,0,11,0,13,0,13,0,19,0,19,0,7,0,7,0,9,0,9,0,0,0,0,0,3,0,3,0,99,0,99,3,17,0,20,0,24,0,24,0,7,0,7,0,18,0,18,3,33,0,36,0,24,3,27,0,38,0,38,3,17,0,20,0,14,0,14,0,0,0,0,0,3,0,3,9,195,3,207
POA6472,0,6,3,9,0,23,0,23,0,3,0,3,0,3,0,3,0,16,0,16,0,14,0,14,0,13,0,13,0,13,0,13,0,4,0,4,0,6,0,6,0,0,0,0,0,101,3,104,0,3,0,3,0,12,0,12,0,3,0,3,0,3,0,3,0,11,0,11,0,19,0,19,0,15,0,15,0,7,3,10,0,3,0,3,0,3,0,3,0,0,0,0,0,79,3,82,0,9,3,12,0,35,0,35,0,6,0,6,0,6,0,6,0,27,0,27,0,33,0,33,0,28,0,28,0,20,3,23,0,7,0,7,0,9,0,9,0,0,0,0,0,180,6,186
POA6475,0,28,0,28,0,29,0,29,0,4,0,4,0,13,0,13,0,29,0,29,0,23,3,26,0,28,0,28,4,30,0,34,0,24,5,29,4,11,0,15,3,0,0,3,11,219,8,238,0,18,0,18,0,27,0,27,0,4,3,7,0,5,0,5,0,31,0,31,0,23,0,23,0,31,0,31,4,24,0,28,0,17,0,17,3,10,0,13,0,0,0,0,7,190,3,200,0,46,0,46,0,56,0,56,0,8,3,11,0,18,0,18,0,60,0,60,0,46,3,49,0,59,0,59,8,54,0,62,0,41,5,46,7,21,0,28,3,0,0,3,18,409,11,438
POA6477,0,7,0,7,0,22,0,22,0,0,0,0,0,9,0,9,0,14,0,14,0,25,0,25,0,28,5,33,7,21,0,28,0,14,0,14,0,4,0,4,0,0,0,0,7,144,5,156,0,10,0,10,0,23,0,23,0,3,0,3,0,10,0,10,0,17,0,17,0,19,0,19,0,22,0,22,0,17,0,17,0,8,0,8,0,5,0,5,4,0,0,4,4,134,0,138,0,17,0,17,0,45,0,45,0,3,0,3,0,19,0,19,0,31,0,31,0,44,0,44,0,50,5,55,7,38,0,45,0,22,0,22,0,9,0,9,4,0,0,4,11,278,5,294
POA6479,0,17,5,22,0,28,0,28,4,12,0,16,0,14,0,14,0,25,0,25,4,25,0,29,0,44,0,44,0,37,0,37,0,24,0,24,0,18,0,18,0,0,0,0,8,244,5,257,0,14,0,14,0,28,0,28,0,13,0,13,0,8,0,8,0,23,3,26,0,31,3,34,0,34,0,34,0,31,0,31,0,28,0,28,3,12,0,15,0,3,0,3,3,225,6,234,0,31,5,36,0,56,0,56,4,25,0,29,0,22,0,22,0,48,3,51,4,56,3,63,0,78,0,78,0,68,0,68,0,52,0,52,3,30,0,33,0,3,0,3,11,469,11,491
POA6484,0,3,0,3,0,3,4,7,0,0,0,0,0,31,10,41,0,60,18,78,0,50,20,70,0,50,9,59,3,27,5,35,0,4,0,4,0,0,0,0,0,0,0,0,3,228,66,297,0,0,0,0,0,4,0,4,0,0,0,0,0,5,3,8,0,15,4,19,0,16,3,19,0,15,8,23,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,61,18,79,0,3,0,3,0,7,4,11,0,0,0,0,0,36,13,49,0,75,22,97,0,66,23,89,0,65,17,82,3,33,5,41,0,4,0,4,0,0,0,0,0,0,0,0,3,289,84,376
POA6485,0,16,0,16,0,28,7,35,0,9,0,9,0,12,0,12,0,10,0,10,3,36,0,39,0,36,0,36,7,25,3,35,6,36,6,48,0,18,0,18,3,3,3,9,19,229,19,267,0,12,4,16,0,29,5,34,3,3,0,6,0,15,3,18,0,21,0,21,4,22,0,26,0,31,0,31,0,32,3,35,0,32,5,37,0,16,4,20,5,5,0,10,12,218,24,254,0,28,4,32,0,57,12,69,3,12,0,15,0,27,3,30,0,31,0,31,7,58,0,65,0,67,0,67,7,57,6,70,6,68,11,85,0,34,4,38,8,8,3,19,31,447,43,521
